resourceid,Email,lab,ID,status,title,location,zipcode,age,filename,transcription,topic,type,keywords,credit,lables,insta,hashtag,twitter,facebook
1377,,2015 Discovery - City Hall,684,Transcribed,Rivers of Philadelphia,City Hall Center,19123,47,form_684.jpg,"4 representative Philly citizens, sculpted classically in bronze in the directions of the city: North is an African American mom w. a kid, looking tired and busy. West is a single African American man with something creative - a radio? and a kid. South is a mummer, looking haggard and drunk. East is a white lawyer w earphones and sunglasses, a kid who is playing w an ipad...",,,,,,,,,
1376,,2015 Discovery - City Hall,681,Transcribed,The Alice Paul Bridge,The South Street Bridge,19148,58,form_681.jpg,"Alice Paul was the founder of the National Women's Party, a group that introduced a new political strategy in the campaign for votes for women. Votes for women was first proposed as a constitutional amendment in 1874. Forty years later, with no progress achieved, Alice Paul's group led a movement that held the majority party, rather than individual politicians responsible. Within 6 years, women won the right to vote and voted in the 1920 presidential election. Alice Paul gained her PhD in political science at the University of Pennsylvania on the topic of the political rights of women in Pennsylvania. After achieving votes for women, Alice Paul launched her campaign for an Equal Rights Amendment in 1923 and campaigned for its passage until her death. She was a Quaker raised in Morristown NJ, and a graduate of Swarthmore University.",,,,,,,,,
1375,,2015 Discovery - City Hall,680,Transcribed,Living Housings,Tastykake Factory,,,form_680.jpg,"We need to invest more, turn empty lots into useful space. useful space, build buildings into useful areas.",,,,,,,,,
1374,,2015 Discovery - City Hall,679,Transcribed,Move Monument,Osage Avenue,19104,33,form_679.jpg,"Stories from witnesses, friends, family, participants, and documenters/researchers of the MOVE bombing with objects/images- cast/engraved in metal and embedded in the sidewalk along the site and up a small wall [top view of sidewalk / sideview / maybe plant the wall / parts of the sidewalk]","History, MOVE, Philadelphia, Violence",Other No Form,,,,,,,
1373,,2015 Discovery - City Hall,678,Transcribed,God Has Philly,City Hall,19150,53,form_678.jpg,2 large hands with the name of the city of Philadelphia in the center symbolizing that God has the City in his hands. Holding it together.,,,,,,,,,
1372,,2015 Discovery - City Hall,677,Transcribed,Future Quandries,Courtyard at City hall,,,form_677.jpg,A spiral staircase around a questionmark with the top 10 ideas on the staircase,,,,,,,,,
1370,,2015 Discovery - City Hall,675,Transcribed,Samadhi Industries,Center of the known universe City Hall,19126,35,form_675.jpg,[1871-1901] We do ours in 1 year,,,,,,,,,
1369,,2015 Discovery - City Hall,673,Transcribed,Sun Ra,Belmont Plateau,19147,44,form_673.jpg,"Statue of Sun Ra on full Egyptian-Saturnanzan Regalia, because he represents all that is wonderfully weird about Philadelphia",,,,,,,,,
1368,,2015 Discovery - City Hall,672,Transcribed,____ _____ _____ _____,North Philly,19122,25,form_672.jpg,"-We want to address the historical and everyday violence in Philadelphia, generally, and North Philly, more specifically. -We want a representation of people who are often under-represented, whether //natives// to the area or recent immigrants. -We want to focus on the role of places in forming/being formed by power and special interests. -We want our monument to be a forum for discontented groups and a space of affirmation.",,,,,,,,,
1367,,2015 Discovery - City Hall,67,Transcribed,Spider,City Hall,19104,4,form_67.jpg,Nesia,,,,,,,,,
1366,,2015 Discovery - City Hall,668,Transcribed,Statue of Thomas Paine,City Hall,19083,53,form_668.jpg,A central figure & founder in the Birth of Country,,,,,,,,,
1365,,2015 Discovery - City Hall,667,Transcribed,Move Community Park,Osage Avenue,19104,35,form_667.jpg,"A community garden park that can serve as a public living space for the residents along the blocks affected by the MOVE bombing, and as an historical marker identifying the tragedy for other residents and visitors to the city","History, MOVE, Philadelphia, Violence",Garden,,,,,,,
1364,,2015 Discovery - City Hall,664,Transcribed,DNA of Gayborhood,South Philly or C.C.,19141,71,form_664.jpg,Draw a DNA of the many colors. Spell gayborhood with the DNA chains and colors,,,,,,,,,
1362,,2015 Discovery - City Hall,662,Transcribed,[Untitled] [All for All],,19121,55,form_662.jpg,All for All 1. Take down Frank Rizzo's statue (he was very prejudiced). On liberty Bell grounds or a high place where everyone near [U.S. Marine] [Philly},,,,,,,,,
1361,,2015 Discovery - City Hall,661,Transcribed,Book of Life,At public library,19141,70,form_661.jpg,Build a giant book on a pedestal. The book opens up to create shade for someone to stand under and proclain the lesson of life and love as we attempt to learn from the reader,,,,,,,,,
1360,,2015 Discovery - City Hall,660,Transcribed,The Binder: One People One City,On South St or Penns Landing,19141,70,form_660.jpg,a giant paper clip - meaning to bring us together as //one people one city//,,,,,,,,,
1359,,2015 Discovery - City Hall,66,Transcribed,Recovery,K & A,17404,62,form_66.jpg,Addiction Kills - 'Hope In Recovery' Somehow carry that message that there is hope.,,,,,,,,,
1358,,2015 Discovery - City Hall,658,Transcribed,Kimberly,,,6,form_658.jpg,,,,,,,,,,
1357,,2015 Discovery - City Hall,657,Transcribed,//Share Wisdom Bench//,Proposed - map as defined on zones attached [//monuments//],19120,52,form_657.jpg,"[[Researchers Note: Multi-page entry]] [[page one] public arts schools / educational themes / selected zones within //monument// map zones. / mural arts / PAFA / fundraising] [[page two] Mobile mural / based on selected community themes / Terry Adkins' dream /share //wisdom bench// / Benches dispersed throughout neighborhoods - Tourist, i.e. mural arts projects / Benches selected park - public / Educational theme / Students from PAFA {City of Brotherly Love} / public schools children mural / Can be a tool for fundraising fund back to public art school. [[page three]]",,,,,,,,,
1355,,2015 Discovery - City Hall,656,Transcribed,Adkins Square,Near 30th Street Station,19147,33,form_656.jpg,"Amphitheater that serves as a cultural hub for local communities and Philadelphia as a whole/more central as opposed to Penn's Landing/a place to gather, celebrate, and challenge thought/large enough to host events: farmers' markets, movie screenings, lectures, concerts, social discussion (see Pioneer Square in Portland, OR for comparison)/paved with recycled bricks/ringed by pillars and awnings providing shade/drinking fountains, benches",,,,,,,,,
1354,,2015 Discovery - City Hall,655,Transcribed,Adkins Circle,"Broad & Washington? Or along the Schuylkill, south of South st. Bridge",19147,30,form_655.jpg,"Park/Round amphitheater/Tall //tree of life// in center/ Benches to sit under tree/4 or 5 stairways down to the tree (compass or star themed)/[Street level tree, benches, grass, stairs (down), more benches around].",,,,,,,,,
1353,,2015 Discovery - City Hall,654,Transcribed,Walnut Street Arbors,31st and Walnut,19087,19,form_654.jpg,"[Welcome to University City] Philadelphia is a city of higher education. However, I also think that the universities represent a huge divide. University City sometimes feels like a bubble for students who don't always venture out. Additionally, while Philadelphia has a huge population of college students, only about 25% of Philadelphians graduate from college. The railway bridge near World Cafe Live has a really interesting aesthetic because of how the ivy grows up the sides. I propose to put vine arbors underneath on Walnut Street to make use of this natural decoration and to make the bridge to University City more inviting. This might cause college students to venture and learn more about the city, and invite more citizens into University City to make it feel less like an enclosed place.",,,,,,,,,
1352,,2015 Discovery - City Hall,653,Transcribed,Fountain/Tower,30th Street Station,19150,36,form_653.jpg,Water elements spring/summer --> convert to light show during fall/winter. Use the concept of throwing pennies or two pennies (i.e. penny for thought) that activates water or light feature. All proceeds go to education/maintenance.,,,,,,,,,
1351,,2015 Discovery - City Hall,652,Transcribed,Your Liberty,outside the Liberty Bell,19107,38,form_652.jpg,wall where people add what liberty means to them,,,,,,,,,
1350,,2015 Discovery - City Hall,651,Transcribed,"On the Side of My Mom's House I want a picture of me, my mommy, my brother, and my uncle",4939 West Stiles Street 19131 PA,,11,form_651.jpg,"[Me, Mommy, Uncle, Brother]",,,,,,,,,
1349,,2015 Discovery - City Hall,65,Transcribed,The Sky,Philly,,7,form_65.jpg,Love the Sky,,,,,,,,,
1348,,2015 Discovery - City Hall,649,Transcribed,Onamove,6221 62nd Osage,19139,45,form_649.jpg,Knock down the House that replaced the Move home. Replace it with this statue in basement area. Pictures of the 11 on the walls of basement. [On a MOVE / 11 Names],"History, MOVE, Philadelphia, Violence","Sculpture Statue, Memorial",,,,,,,
1346,,2015 Discovery - City Hall,646,Transcribed,//The Stoop//,Southwest Philly,19145,32,form_646.jpg,The Philly rowhome is a unique architecture - a vernacular building rooted in working-class history. Rapid gentrification means that even rowhomes are out of reach for many - and parking/crowding issues mean many 1st floor stoops are giving way to garage doors! This monument celebrates the communication hub and playground that is - THE STOOP.,,,,,,,,,
1345,,2015 Discovery - City Hall,645,Transcribed,The People That Came Before Us,,18974,56,form_645.jpg,"[the upper layers would be more recent immigrants. this layer would be the Irish, Germany etc. faces of People from all over the world]",,,,,,,,,
1344,,2015 Discovery - City Hall,643,Transcribed,Joe Frazier,"TBD, Joe Frazier's Gym",19123,24,form_643.jpg,,,,,,,,,,
1343,,2015 Discovery - City Hall,,Transcribed,The immigrant and how/she has affected the city,Center City near City Hall or on Parkway,,76,form_.jpg,,,,,,,,,,
1342,,2015 Discovery - City Hall,641,Transcribed,Philly Staple,at franklin square,19141,70,form_641.jpg,a philly pretzel to use in the playground or just as a monument!,,,,,,,,,
1341,,2015 Discovery - City Hall,64,Transcribed,Plurality of Education,West Philadelphia,98121,39,form_64.jpg,"Not sure what it might look like, but it would include representations and input from a number of stakeholders -- and respecting the range of what educational activity might entail (informal and formal) / --> Various reps/stakeholders (examples: early childhood, k-12 -- diverse offerings w/in system /public-private-alternative - environmenal ed, comm. college, community edu. orgs - eg. communities in schools of Philadelphia, universities, various educational funders, adult ed/ families/ youth ...",,,,,,,,,
1340,,2015 Discovery - City Hall,639,Transcribed,Free Spirit or American Eagle,Market Street,8065,50,form_639.jpg,"American Indian because of the free spirit, and the freedom of speech. or the American Bald Eagle.",,,,,,,,,
1339,,2015 Discovery - City Hall,636,Transcribed,Joe Frazier Gym,Broad + Glenwood,19139,45,form_636.jpg,Mural of the inside of the Gym. It is now a furniture store.,,,,,,,,,
1338,,2015 Discovery - City Hall,635,Transcribed,Cheryl's House,1104 Green St.,,,form_635.jpg,My beautiful house. Beautiful and pretty house. My beautiful!! I miss you a long time ago!! But with the grace of God I'll be allright!! Thank you,,,,,,,,,
1337,,2015 Discovery - City Hall,633,Transcribed,Youth Centers and Move,Fairmount Park,19141,58,form_633.jpg,Kids need places to be to educate and keep them off the street's!,,,,,,,,,
1336,,2015 Discovery - City Hall,632,Transcribed,Rose Super Hero,Middle of City Hall,19147,3,form_632.jpg,Rose,,,,,,,,,
1335,,2015 Discovery - City Hall,631,Transcribed,Hod,Logan Triangle,19125,27,form_631.jpg,"A giant hod-rowhouse-size or bigger - the tool for carrying bricks. in Logan along what had been Wingohocking Creek and brickyards. Remediation (or not) of Logan Triangle soil. Playground, picnic space, something beneath the hod. Or, like project to create a myth warning future civilizations away from our nuclear disposal sites, a myth for Philadelphia's current state, why you must see it. Earthworks, what the Waterworks were for their era - something marking made-land.",,,,,,,,,
1334,,2015 Discovery - City Hall,630,Transcribed,Twisted,"Broad Street, Slightly North of Center City",19144,23,form_630.jpg,An abstracted pretzel.,,,,,,,,,
1333,,2015 Discovery - City Hall,63,Transcribed,Sports Legends,,,,form_63.jpg,"Top Philly Sports Legends like Julius Erving, Pete Rose, Eagles, Flyers at a round table. Similar to King Arthur's court.",,,,,,,,,
1332,,2015 Discovery - City Hall,629,Transcribed,Keith Haring Mural,,32807,23,form_629.jpg,Keith Haring Mural,,,,,,,,,
1331,,2015 Discovery - City Hall,628,Transcribed,"Pennsylvania Building, 1838",12th and Arch St,19139,24,form_628.jpg,"Description: The Pennsylvania Building was constructed in 1838 to house the organizing activities of the Philadephia Female Anti-Slavery Society. Three days later it was set on fire and destroyed by a mob. There should be a mural depicting the Society's core members and the variety of work they did, from the Grimke sisters (political refugees from S.C. who spoke out against slavery after witnessing injustice on their home plantation) to Sarah Mapps Douglass (who ran a school for Black children in the city and struggled for autonomy over the curriculum apart from the Society.) Don't care what it looks like, just that it's memorialized eventually!",,,,,,,,,
1330,,2015 Discovery - City Hall,627,Transcribed,Reading Viaduct/Philadelphia Monument,"11th and Wood, Callowhill",19147,35,form_627.jpg,Can a monument be movement? (how can we repurpose spaces of movement?) when we dream of repurposing spaces can we share histories? when I lived near the reading viaduct I imagined walking on it East & West. seeing Philadelphia. commerce. transit. instead of a posh High Line - lets make a monument. [insert image here...],,,,,,,,,
1329,,2015 Discovery - City Hall,625,Transcribed,Monument for Working Horses,Somewhere on the riverfront,19144,34,form_625.jpg,"A place for working horses to graze, drink, frolic and sniff the air.",,,,,,,,,
1328,,2015 Discovery - City Hall,623,Transcribed,Monument to the Schuylkill,The Schuylkill River,,,form_623.jpg,Canoe lectures about the history of the Schuylkill River and River bank fauna.,,,,,,,,,
1327,,2015 Discovery - City Hall,622,Transcribed,Monument to the Flowers,My Moms Garden,,,form_622.jpg,,,,,,,,,,
1326,,2015 Discovery - City Hall,621,Transcribed,Fore-Family,West Philly,19460,25,form_621.jpg,Hold up home ownership & support - stop foreclosure crisis!!,,,,,,,,,
1325,,2015 Discovery - City Hall,620,Transcribed,Love Life,City Hall,19131,46,form_620.jpg,Heal the World,,,,,,,,,
1324,,2015 Discovery - City Hall,62,Transcribed,Maybe //Point Breeze// 2 Infitinity!,"Point Breeze Area, Point Breeze and Sears St",19146,30,form_62.jpg,"A water feature possibly shedding light on the current gentrification struggle between people of influence and power vs- long standing community residents who represent the middle to poor economic class. Maybe, naming it //Point Breeze// since there is a likelihood the name will be changed in this area to //New Bold//",,,,,,,,,
1323,,2015 Discovery - City Hall,619,Transcribed,Mochi!,Chinatown,8110,22,form_619.jpg,Not unique just limited edition_,,,,,,,,,
1322,,2015 Discovery - City Hall,61,Transcribed,Half and Half,11th + Arch,11217,32,form_61.jpg,First stop for the weary. Illuminated from within. The ultimate refreshment. Tap the Schuylkill. Off the bus and into the Ì¥_ Wawa.,,,,,,,,,
1321,,2015 Discovery - City Hall,60,Transcribed,Free Idea Exchange,Dilworth Park,19129,36,form_60.jpg,"In a city of monuments and history, what would stand out as a definition of Philadelphia today?/ Medical Schools, Centers of education, City of First //capital//, //penitentiary//, //heart transplant//, Ben Franklin Innovative Enviroment/ Education, Health, Medicine, Information, Opportunity, Environment / Solar-run --> alternative-power, E-library, city park / Philly is important to us",,,,,,,,,
1320,,2015 Discovery - City Hall,6,Transcribed,`Hoods,LOVE Park,19143,30,form_6.jpg,Philly is the city of neighborhoods. A monument that represents each neighborhood and its connection to others. A digital screen that would allow you to zoom in on different neighborhoods to learn more.,,,,,,,,,
1319,,2015 Discovery - City Hall,591,Transcribed,We Need Homes (Youth Homelessness),15th st center city,19131,20,form_591.jpg,I dont want to sleep outside tonight. Help me. If you care about the youth help them find shelter [let us in],,,,,,,,,
1318,,2015 Discovery - City Hall,590,Transcribed,Eternity,Where ever gay pride is represented,19141,18,form_590.jpg,"Love has only one rule - to last forever [gender, race/ red, orange, yellow, green, blue, indigo, violet]",,,,,,,,,
1317,,2015 Discovery - City Hall,589,Transcribed,Ycop Youth Center of Philadelphia,North Philly Anywhere in it,19132,18,form_589.jpg,"I think there should be a youth community building/center that helps adolescents with educational purposes, such as extra help for those needed but also have a variety of resources like food, donated clothes, community activities, mentoring resources, and also have a floor for homeless youth that need to shower, a bed to rest on at night time. This would be a great idea for the comunity.",,,,,,,,,
1316,,2015 Discovery - City Hall,588,Transcribed,Philly Eats 2gether,Every 'hood!,19147,34,form_588.jpg,Community potluck meals where all the residents of one neighborhood come together to share a meal. A large table in the middle of the block... NO //foodies// and fancy stuff; just homecooked with love. Laughs & stories shared through the night.,,,,,,,,,
1315,,2015 Discovery - City Hall,587,Transcribed,Mcpherson Dream,1515 Arch St,19139,19,form_587.jpg,I want to make it in life no matterwhat life throws my way. I've been beaten and forgotten. I want people to remember my name. i am worthy to be love. This is the McPherson Dream!,,,,,,,,,
1314,,2015 Discovery - City Hall,586,Transcribed,The Dream Center,Logan,19149,18,form_586.jpg,"I think Philadelphia needs a community center where people of all ages can share their talents such as, music, dance, bike tricks, hairstyles, clothing, and etc. because growing up in a city like this many people don't get to chase their dreams due to problems within the neighborhoods.",,,,,,,,,
1313,,2015 Discovery - City Hall,584,Transcribed,You Are Amazing!,North Philadelphia (anywhere),19126,,form_584.jpg,"You can be anything in the world, why not be amazing?",,,,,,,,,
1312,,2015 Discovery - City Hall,583,Transcribed,Hit and Run,Southwest Philadelphia,19143,18,form_583.jpg,This monument would be a painting of 3 children walking across the street with a sign saying //please dont hit me// and a speeding car coming their way.,,,,,,,,,
1311,,2015 Discovery - City Hall,579,Transcribed,Current Times,Center City/Airport/Roosevelt Blvd,19002,25,form_579.jpg,"Mural to depecit the current times. It will show the light, wealthy, pretigious, and the dark under belly of the poor, dark. Show how police brutalize youth, show how the current times are reflective and repeat of past times.",,,,,,,,,
1310,,2015 Discovery - City Hall,578,Transcribed,Another Step,"Art Museum, static exhibit",19144,52,form_578.jpg,Social Artist Group 288 pairs of shoes designed to represent the number of gunshot victims year 2012 digital map along each subway location. 4 across the 72 steps. Target annual date Oct. 14 each year. National Night out.,,,,,,,,,
1309,,2015 Discovery - City Hall,576,Transcribed,[untitled],Independence Hall Area,19138,,form_576.jpg,A tribute to slaves brought here.,,,,,,,,,
1308,,2015 Discovery - City Hall,575,Transcribed,Michael Penn,Ben Franklin Bridge,19130,52,form_575.jpg,Micheal Nutter wearing Billy Penn Hat. Flag Hanging above Ben Franklin Bridge,,,,,,,,,
1307,,2015 Discovery - City Hall,,Transcribed,Tools of the Future,Logan Triangle: Wyoming Ave & 9th St.,,67,form_.jpg,"Rather than gripe about decay, we'd celebrate essential elements of a green equitable city. Am author of the book Green Jobs Philly and founder of Philly Orchard Project (POP).[flowers, HOOP House, fruit trees, tiny house (200sqft), solar PV]",,,,,,,,,
1306,,2015 Discovery - City Hall,573,Transcribed,Bonds,City Hall Courtyard,19139,42,form_573.jpg,"Preliminary Sketch. 3 figures, 1 kneeling, 1 in process of standing, 1 figure taking a step forward. Breaking the chains",,,,,,,,,
1304,,2015 Discovery - City Hall,569,Transcribed,[untitled],West Philadelphia,19143,15,form_569.jpg,Batman Fighting Superman. Batman is winning thooo...,,,,,,,,,
1303,,2015 Discovery - City Hall,568,Transcribed,Piano,"Penn's landing, Rittenhouse, Parkway...",19131,58,form_568.jpg,Piano everywhere!!!,,,,,,,,,
1302,,2015 Discovery - City Hall,563,Transcribed,Boldly,,19146,73,form_563.jpg,"Philadelphia, a fine city, places almost too much emphasis on its past - a littany of //firsts// and history. What we could use in at least one square is a futuristic monument, perhaps based on the search for life/water on other planets or distant galaxies, perhaps it could have a hint of whimsy, too. [Reflective Glass/ LED Lights]",,,,,,,,,
1301,,2015 Discovery - City Hall,562,Transcribed,Delaration of Independence,Love Park,19104,10,form_562.jpg,[Quill Pen],,,,,,,,,
1300,,2015 Discovery - City Hall,56,Transcribed,,,,,form_56.jpg,Picture of immigrants from all around the world coming together and staring at City Hall - identifying city and all of its immigrants./ Freedom together,,,,,,,,,
1299,,2015 Discovery - City Hall,559,Transcribed,,,19141,33,form_559.jpg,Sun Chicken Taquito; white plate; chipotle smear; Old City; Sriracha Dots,,,,,,,,,
1298,,2015 Discovery - City Hall,557,Transcribed,Monument to Philadelphia's Growth,within city boundaries,19147,51,form_557.jpg,"[Flat cutout of corten steel; In the shape of different native plants that are scattered throughout the city to identify areas, addresses of growth (economic, population, greening, renovation, repurpose, racial harmony, etc.); monuments] [City-wide monument locations that can be added to indefinitely]",,,,,,,,,
1297,,2015 Discovery - City Hall,555,Transcribed,//Philadelphia//,City Hall,19119,32,form_555.jpg,"Perhaps a monument to the victorian style of the city hall building, something reminiscent of the style/architecture of period",,,,,,,,,
1296,,2015 Discovery - City Hall,553,Transcribed,Rocky the 3rd Grade Teacher,N.Philly,19125,31,form_553.jpg,"[Sorry kids, there's no money left. Time to go home. //People don't think it be like it is but it do.//]",,,,,,,,,
1295,,2015 Discovery - City Hall,552,Transcribed,The Music Place,South Philadelphia,19145,22,form_552.jpg,"A place where designated musicans will go and play music, and encourage others to join!",,,,,,,,,
1294,,2015 Discovery - City Hall,551,Transcribed,Fighter,West Philadelphia,19143,15,form_551.jpg,TITAN,,,,,,,,,
1293,,2015 Discovery - City Hall,550,Transcribed,We the People,Love Park,19130,54,form_550.jpg,"A place where people can go and interact on a non-racial agenda and also this place will give books, computers, and mentors to children who deserve an education. Give the US, United States, what other countries give to their people, to be someone! *Show me the brotherly love, don't talk about it to me!",,,,,,,,,
1292,,2015 Discovery - City Hall,55,Transcribed,,Constitution Center,19143,32,form_55.jpg,Edward Snowden (A Bust),,,,,,,,,
1291,,2015 Discovery - City Hall,549,Transcribed,Brotherly Love,City Hall,19154,23,form_549.jpg,3 Brothers hugging in a circle,,,,,,,,,
1290,,2015 Discovery - City Hall,548,Transcribed,Wildlife (Adventurous),Center CityÌ¥_,19139,21,form_548.jpg,"I ... prefer a monument that gives more wildlife area. Such as trees, lakes, and more grass for the nature as well as well as the environment. In conclusion my monument would be for the wildlife habitat and how to make it a better place...",,,,,,,,,
1289,,2015 Discovery - City Hall,547,Transcribed,Toleration,,,,form_547.jpg,A statue or monument that represents the toleration Philadelphians show for one another since its known as the City of Brotherly Love.,,,,,,,,,
1288,,2015 Discovery - City Hall,545,Transcribed,Houses,Drexel Dragon,19104,19,form_545.jpg,Mantua-,,,,,,,,,
1287,,2015 Discovery - City Hall,541,Transcribed,The Philly Runner,anywhere on JFK Boulevard: preferably Logan Square,19146,25,form_541.jpg,"I feel the way from City Hall to Art Museum is an ideal path to run. The best could be: a monument which shows a group of people running, led by Rocky Balboa, and people following him, who represent the diff. circles of philly, the last of the group being a kid, who's trying to catch up with Philly's history as well as trying to create one!!",,,,,,,,,
1286,,2015 Discovery - City Hall,54,Transcribed,Equality,Outside of City Hall,19125,20,form_54.jpg,"This monument should be for everyone, kids should be able to play on it/people climb on it. It should be multiple colors, or various shades ... changing into another.",,,,,,,,,
1285,,2015 Discovery - City Hall,539,Transcribed,Philly Fun,Park,7039,7,form_539.jpg,We the people [LOVE],,,,,,,,,
1284,,2015 Discovery - City Hall,536,Transcribed,Comm(Unity),18th + locust,18938,20,form_536.jpg,Vacant Lot [blackboards to draw on; outdoor classroom for community led discussions; community garden],,,,,,,,,
1281,,2015 Discovery - City Hall,532,Transcribed,Home of the Cheesesteak,Love Park,7039,14,form_532.jpg,[It's a cheesesteak],"Food, Philadelphia",Other No Form,,,,,,,
1280,,2015 Discovery - City Hall,531,Transcribed,Good Old Philly...,Ben Franklin Bridge,7039,10,form_531.jpg,Philly Phanatic. Cheesesteak. Put the two things on Independence Hall.,,,,,,,,,
1279,,2015 Discovery - City Hall,530,Transcribed,,,,,form_530.jpg,"cover I-95 from Market to South St. and use that space for a botanic garden/aviary, ice skating and roller blade rink. Bring the SS United States around to replace the Walmart. - Use the SS U.S. for a hotel - museum - entertainment area as was done w/ the H.M.S. Queen Mary in San Diego",,,,,,,,,
1278,,2015 Discovery - City Hall,529,Transcribed,The Same,City Center,19121,57,form_529.jpg,"I would love to see some showing of love for all mankind, for all mankind, for we are all the same. There is no better than, for we all bleed red and we all must die. For I must see my greatness as a creation of the God of my understanding and honor only him as the greatest.",,,,,,,,,
1277,,2015 Discovery - City Hall,527,Transcribed,,,,,form_527.jpg,[All the faces would represent different parts and cultures of the city],,,,,,,,,
1276,,2015 Discovery - City Hall,,Transcribed,No Love Park,Kensington,,26,form_.jpg,No Love,,,,,,,,,
1275,,2015 Discovery - City Hall,524,Transcribed,Peoples Park,Fairmont Park,18938,20,form_524.jpg,[trees; outdoor theater; seating; classes taught by community members to members; community center; coop teaches cooking classes; running trail; bball court; ledges where homeless can sleep; soccer field; gravel; compost bin; food stands (many options different prices); community garden],,,,,,,,,
1274,,2015 Discovery - City Hall,522,Transcribed,To the Horses That Built Philadelphia,Roads and Sidewalks along biking and walking routes,19082,64,form_522.jpg,As we walk around the city the ground plane dominates our visual cones. [Sketchy elements. various media. Organized with street and sidewalk improvements. Promotes biking and walking. Visible from above.],,,,,,,,,
1273,,2015 Discovery - City Hall,521,Transcribed,Our Strength Is In Our Differences,,19026,43,form_521.jpg,(I'll leave this to the artists... A depiction of the cultural diversity that makes this city so special),,,,,,,,,
1270,,2015 Discovery - City Hall,519,Transcribed,Brotherly Love?,?,30066,55,form_519.jpg,A monument of various types of people (different ethnicities) together-in one small space- yet apart from each other (perhaps looking away from each other - doing something that demonstates their alienation from each other).,,,,,,,,,
1269,,2015 Discovery - City Hall,516,Transcribed,City In Bubbles,Residential Neighborhood around Temple University,19122,25,form_516.jpg,[Original vacancy],,,,,,,,,
1268,,2015 Discovery - City Hall,515,Transcribed,Fun and Free Music Venue,Anywhere & Everywhere,19041,20,form_515.jpg,"I've noticed many different musical performances when I come into Philly of different kinds of music & performers. I think the liveliness of the music well captures the city. For a monument, if there were open stages designed by different Philly sculptors and architects, it would not only be a public art piece but also a space for music that can be utilized by anyone.",,,,,,,,,
1267,,2015 Discovery - City Hall,514,Transcribed,Office Shipping Container,City Hall,19103,43,form_514.jpg,"Low cost to innovation green building - efficiency - flexibility - strong - safe - ecofriendly [trees will promote healthy ecosystem, mobile office, geothermal]",,,,,,,,,
1266,,2015 Discovery - City Hall,513,Transcribed,Unity Mural,Each Neighborhood,5149,20,form_513.jpg,A mural in each neighborhood of Philadelphia - all would be similar but have a symbol or theme unique to that neighborhood - maybe same background but different focal point -show unity of Philadelphia and the many unique personalities and characteristics,,,,,,,,,
1265,,2015 Discovery - City Hall,510,Transcribed,Jef,60th + Callowhill,19139,60,form_510.jpg,Justice Equality Freedom,,,,,,,,,
1264,,2015 Discovery - City Hall,51,Transcribed,Eye to Diversity!,Liberty Bell Park,19121,28,form_51.jpg,,,,,,,,,,
1263,,2015 Discovery - City Hall,509,Transcribed,"Marian Anderson: Her Music, Her City, Her Story",South Philly- Union Baptist Church Courtyard- 10th & Fitzwater St.,19146,50,form_509.jpg,An idea- 6ft tall statue made of marble or granite on a podium that depicts a performance,,,,,,,,,
1262,,2015 Discovery - City Hall,505,Transcribed,[untitled],Foot of Ben Franklin Bridge,19096,68,form_505.jpg,Replace The //Lightening Bolt// at the foot of BF Bridge With Something Recognizable! ?,,,,,,,,,
1261,,2015 Discovery - City Hall,502,Transcribed,"Hope, Truth, of Gods",PMA (next to Rocky),19140,22,form_502.jpg,"Y.H.V.H, Holy Spirit, El-Shaddai, Arch Angel Metaro'n [made of clay and stone]",,,,,,,,,
1260,,2015 Discovery - City Hall,5,Transcribed,//The Cradle of the Philadelphia Modernist Architecture Movement//,Chancellor + Juniper Streets,19147,27,form_5.jpg,/ - The sculpture of the face falling to earth in front of the Wills Eye Center @ 9th + Walnut / -The sculpted brownstone of the Bellevue Baths @ Chestnut + Juniper / - Offices of Mellon Meigle Howe - carriage house at Chancellor + Juniper / -The wall of glass bottle bottoms at Little Pete's - 17th St./ -Take one of the steel track crossings at the 8th + Market EL Station + install at the lawn to the northeast of the PMA.,,,,,,,,,
1259,,2015 Discovery - City Hall,49,Transcribed,History of Philly Love,Frankford Terminal,19126,23,form_49.jpg,A combination of all of the symbolic signs of Philadelphia. Ex: //LOVE// //Love Philly xoxo// //Ben Franklin// //Pretzels// //State flower//,,,,,,,,,
1258,,2015 Discovery - City Hall,487,Transcribed,Signs,Germantown Area CHEW + CHELTON,19144,32,form_487.jpg,made from old highway signs [Dead end. Wrong way. One way. Work area.],,,,,,,,,
1257,,2015 Discovery - City Hall,485,Transcribed,Peace Strugglers,Broad + Chestnut,19149,34,form_485.jpg,"Sculpture: of` people sitting down, one cop leaning over handcuffing, in honor of students who were arrested protesting the Iraq war",,,,,,,,,
1256,,2015 Discovery - City Hall,483,Transcribed,We Matter!!,Airport Tarmac,,,form_483.jpg,All Humans should smile,,,,,,,,,
1255,,2015 Discovery - City Hall,481,Transcribed,Small Businesses Stand Big,Center City,19143,17,form_481.jpg,(Time) goes on; Invest!,,,,,,,,,
1254,,2015 Discovery - City Hall,480,Transcribed,Why Does Money Determine Everything?,Right out side of the school district,19132,16,form_480.jpg,$ does not equal school,,,,,,,,,
1253,,2015 Discovery - City Hall,48,Transcribed,Magic Cup,Capitolo Playground S. Philly,19003,5,form_48.jpg,It Cup Magic,,,,,,,,,
